"CodesAndRegsLicenseDataID","LicenseID","Description","LicenseName","Location","StreetNumber","Prefix","StreetName","Suffix","Longitude","Latitude","ExpirationDate","SubType","SubDescription","IssueDate","Zip","DISTRICT","NEIGHBORHOOD","ZONING","EndorsementType","EndorsementTypeDescription","EndorsementStatusDescription","EndorsementIssuedDate","AGENCY","GPSX","GPSY"
"1049","13ABC1014","Alcoholic Beverage Annual","CHIPOTLE MEXICAN GRILL OF COLORADO LLC","10333 WESTPORT RD ","10333"," ","WESTPORT","RD","-85.560008473699995","38.293980990000001","2019-01-31 00:00:00","RST","Restaurant / Cafe","2013-08-29 11:43:37","40241","17","","C2","LD","Quota Retail Drink","Active","2013-08-29 11:43:37","Codes and Regulations","1264457","291811"
"1050","13ABC1010","Alcoholic Beverage Annual","SHELBYVILLE RD. ROOSTERS","10430 SHELBYVILLE RD ","10430"," ","SHELBYVILLE","RD","-85.561209780599995","38.244355997200003","2019-01-31 00:00:00","RST","Restaurant / Cafe","2013-10-17 16:24:57","40223","19","","C1","SD","Sunday Drink","Active","","Codes and Regulations","1263855","273746"
"1051","5061","Alcoholic Beverage Annual","KROGER L-366","5001 MUD LN ","5001"," ","MUD","LN","-85.670581340200002","38.089209581399999","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-02 10:19:59","40229","13","","C1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","Active","","Codes and Regulations","1231576","217720"
"1052","5063","Alcoholic Beverage Annual","KROGER L-350","5533 NEW CUT RD ","5533"," ","NEW CUT","RD","-85.773725698999996","38.144510082099998","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-02 10:25:00","40214","13","","C1","MBP","NQ Retail Malt Beverage Package","Active","","Codes and Regulations","1202227","238330"
"1053","6453","Alcoholic Beverage Annual","J. R.'S QUICK MART","701 CAMP ST ","701"," ","CAMP","ST","-85.743683713400003","38.2314400148","2018-10-31 00:00:00","BAR","Bar","2004-10-04 14:26:00","40203","04","SHELBY PARK","R6","MBRD","NQ4 Retail Malt Beverage Drink","Active","","Codes and Regulations","1211379","269841"
"1054","6453","Alcoholic Beverage Annual","J. R.'S QUICK MART","701 CAMP ST ","701"," ","CAMP","ST","-85.743683713400003","38.2314400148","2018-10-31 00:00:00","BAR","Bar","2004-10-04 14:26:00","40203","04","SHELBY PARK","R6","MBRD2","NQ4 Retail Malt Beverage Drink (12 am till 2 am)","Active","","Codes and Regulations","1211379","269841"
"1055","6760","Alcoholic Beverage Annual","CHUNG KING PALACE RESTAURANT","110 E MARKET ST ","110","E","MARKET","ST","-85.751236178499994","38.2543769806","2018-11-30 00:00:00","RST","Restaurant / Cafe","2004-10-26 12:01:00","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","MBRD","NQ4 Retail Malt Beverage Drink","Active","","Codes and Regulations","1209346","278228"
"1056","15ABC1190","Alcoholic Beverage Annual","THE EXECUTIVE CLUB LLC","2829 W MARKET ST ","2829","W","MARKET","ST","-85.798958017800004","38.260216094","2018-03-31 00:00:00","BAR","Bar","2015-12-11 11:20:51","40212","05","PORTLAND","C2","LD4","Quota Retail Drink (12 AM - 4 AM)","Active","2015-12-11 11:20:51","Codes and Regulations","1195680","280581"
"1057","13ABC1104","Alcoholic Beverage Annual","LEGENDARY BAR & GRILL","2523 W BROADWAY ","2523","W","BROADWAY"," ","-85.794331577199998","38.249698257799999","2018-03-31 00:00:00","BAR","Bar","2014-01-27 16:06:33","40211","06","RUSSELL","C2","SBL","Supplemental Bar","Active","2014-01-27 16:06:33","Codes and Regulations","1196944","276729"
"1058","31745","Alcoholic Beverage Annual","26TH STREET LIQUORS","2600 W CHESTNUT ST ","2600","W","CHESTNUT","ST","-85.794789017100001","38.252702253400003","2018-03-31 00:00:00","LIQ","Liquor Store","2011-03-31 09:38:40","40211","05","RUSSELL","C1","LP2","Quota Retail Package (12 AM - 2 AM)","Active","","Codes and Regulations","1196831","277825"
"1059","20208","Alcoholic Beverage Annual","GERSTLE'S","3801 FRANKFORT AVE ","3801"," ","FRANKFORT","AVE","-85.657213826900005","38.253161081800002","2018-03-31 00:00:00","BAR","Bar","2008-02-18 10:58:00","40207","09","ROCKCREEK LEXINGTON ROAD","C2","MBRD4","NQ4 Retail Malt Beverage Drink (12 am till 4 am)","Active","","Codes and Regulations","1236335","277359"
"1060","3800","Alcoholic Beverage Annual","COUSINS LIQUORS","1233 W HILL ST ","1233","W","HILL","ST","-85.776394457500004","38.227762494099998","2018-03-31 00:00:00","LIQ","Liquor Store","2004-03-09 16:05:00","40210","06","PARK HILL","EZ1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","Active","","Codes and Regulations","1201962","268656"
"1061","3800","Alcoholic Beverage Annual","COUSINS LIQUORS","1233 W HILL ST ","1233","W","HILL","ST","-85.776394457500004","38.227762494099998","2018-03-31 00:00:00","LIQ","Liquor Store","2004-03-09 16:05:00","40210","06","PARK HILL","EZ1","LP2","Quota Retail Package (12 AM - 2 AM)","Active","","Codes and Regulations","1201962","268656"
"1062","24983","Alcoholic Beverage Annual","ZORA'S WINE AND LIQUORS","105 JOHNSON RD ","105"," ","JOHNSON","RD","-85.453196855200005","38.233844503500002","2019-02-28 00:00:00","LIQ","Liquor Store","2009-12-23 09:07:00","40245","19","","C2","MBP","NQ Retail Malt Beverage Package","Active","","Codes and Regulations","1294823","269495"
"1063","15ABC1190","Alcoholic Beverage Annual","THE EXECUTIVE CLUB LLC","2829 W MARKET ST ","2829","W","MARKET","ST","-85.798958017800004","38.260216094","2018-03-31 00:00:00","BAR","Bar","2015-12-11 11:20:51","40212","05","PORTLAND","C2","MBRD4","NQ4 Retail Malt Beverage Drink (12 am till 4 am)","Active","2015-12-11 11:20:51","Codes and Regulations","1195680","280581"
"1064","14ABC1038","Alcoholic Beverage Annual","CVS PHARMACY #6210","340 W MUHAMMAD ALI BLVD ","340","W","MUHAMMAD ALI","BLVD","-85.757298662099998","38.250962055800002","2018-07-31 00:00:00","DRG","Drug Store","2014-03-10 16:29:29","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","LP","Quota Retail Package","Active","2014-03-10 16:29:29","Codes and Regulations","1207585","277013"
"1065","14ABC1038","Alcoholic Beverage Annual","CVS PHARMACY #6210","340 W MUHAMMAD ALI BLVD ","340","W","MUHAMMAD ALI","BLVD","-85.757298662099998","38.250962055800002","2018-07-31 00:00:00","DRG","Drug Store","2014-03-10 16:29:29","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","Active","2014-03-10 16:29:29","Codes and Regulations","1207585","277013"
"1066","14ABC1038","Alcoholic Beverage Annual","CVS PHARMACY #6210","340 W MUHAMMAD ALI BLVD ","340","W","MUHAMMAD ALI","BLVD","-85.757298662099998","38.250962055800002","2018-07-31 00:00:00","DRG","Drug Store","2014-03-10 16:29:29","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","LP2","Quota Retail Package (12 AM - 2 AM)","Active","2014-03-10 16:29:29","Codes and Regulations","1207585","277013"
"1067","16ABC1094","Alcoholic Beverage Annual","WAYSIDE CHRISTIAN MISSION","432 E JEFFERSON ST ","432","E","JEFFERSON","ST","-85.744980643700003","38.252164002400001","2018-11-30 00:00:00","CAT","Catering","2016-06-20 09:20:06","40202","04","PHOENIX HILL","C2","CATE","Caterer","Active","","Codes and Regulations","1211129","277393"
"1068","26758","Alcoholic Beverage Annual","SAINT MARY ACADEMY","11311 ST MARY LN ","11311"," ","ST MARY","LN","-85.561483080200006","38.336056435000003","2019-02-28 14:28:00","CHR","Church / School","2010-02-05 15:29:17","40059","16","","PVD","MBRD","NQ4 Retail Malt Beverage Drink","Active","","Codes and Regulations","1264252","307138"
"1069","15ABC1194","Alcoholic Beverage Annual","THORNTONS #163","3255 BARDSTOWN RD ","3255"," ","BARDSTOWN","RD","-85.668754035199996","38.209395905900003","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2016-01-11 11:02:52","40205","26","BON AIR","C1","MBP","NQ Retail Malt Beverage Package","Active","","Codes and Regulations","1232776","261474"
"1070","14ABC1167","Alcoholic Beverage Annual","DONGAR FOOD MART #0532","1735 NEWBURG RD ","1735"," ","NEWBURG","RD","-85.711215090699994","38.224287397700003","2019-01-31 00:00:00","GRO","Grocery / Food Mart","2014-11-03 12:20:53","40205","08","DEER PARK","R5","MBP","NQ Retail Malt Beverage Package","Active","","Codes and Regulations","1220663","267087"
"1071","20528","Alcoholic Beverage Annual","RESIDENCE INN LOU.AIRPORT","700 PHILLIPS LN ","700"," ","PHILLIPS","LN","-85.744385990599994","38.190260075899999","2018-05-31 00:00:00","HOT","Hotels","2008-12-17 08:30:00","40209","21","FAIRGROUNDS","C2","MBP","NQ Retail Malt Beverage Package","Active","","Codes and Regulations","1210934","254850"
"1072","14ABC1102","Alcoholic Beverage Annual","VOLARE RISTORANTE ITALIANO","2300 FRANKFORT AVE ","2300"," ","FRANKFORT","AVE","-85.702964784599999","38.2530430451","2018-09-30 00:00:00","RST","Restaurant / Cafe","2014-07-15 12:28:19","40206","09","CLIFTON","C2","CATE","Caterer","Active","2014-07-15 12:28:19","Codes and Regulations","1223198","277520"
"1073","5640","Alcoholic Beverage Annual","MEIJER STORE #160","4500 S HURSTBOURNE PKY ","4500","S","HURSTBOURNE","PKY","-85.607776581600007","38.188359316700002","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-08-03 08:46:00","40299","11","","C1","MBP","NQ Retail Malt Beverage Package","Active","","Codes and Regulations","1250182","253550"
"1074","5640","Alcoholic Beverage Annual","MEIJER STORE #160","4500 S HURSTBOURNE PKY ","4500","S","HURSTBOURNE","PKY","-85.607776581600007","38.188359316700002","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-08-03 08:46:00","40299","11","","C1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","Active","","Codes and Regulations","1250182","253550"
"1075","5641","Alcoholic Beverage Annual","MEIJER GAS STATION #160","4500 S HURSTBOURNE PKY ","4500","S","HURSTBOURNE","PKY","-85.607776581600007","38.188359316700002","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-08-03 08:54:00","40299","11","","C1","MBP","NQ Retail Malt Beverage Package","Active","","Codes and Regulations","1250182","253550"
"1076","5641","Alcoholic Beverage Annual","MEIJER GAS STATION #160","4500 S HURSTBOURNE PKY ","4500","S","HURSTBOURNE","PKY","-85.607776581600007","38.188359316700002","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-08-03 08:54:00","40299","11","","C1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","Active","","Codes and Regulations","1250182","253550"
"1077","15ABC1194","Alcoholic Beverage Annual","THORNTONS #163","3255 BARDSTOWN RD ","3255"," ","BARDSTOWN","RD","-85.668754035199996","38.209395905900003","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2016-01-11 11:02:52","40205","26","BON AIR","C1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","Active","","Codes and Regulations","1232776","261474"
"1078","16ABC1190","Alcoholic Beverage Annual","FIRENZA PIZZA - LOUISVILLE","12406 LA GRANGE RD 101","12406"," ","LA GRANGE","RD","-85.509700721300007","38.289178912200001","2019-02-28 00:00:00","RST","Restaurant / Cafe","2017-04-11 16:25:23","40245","17","","C1","SD","Sunday Drink","Active","2017-04-11 16:25:23","Codes and Regulations","1278870","289861"
"1079","ABC893040","Alcoholic Beverage Annual","DONG PHUONG GROCERY STORE","6705 STRAWBERRY LN ","6705"," ","STRAWBERRY","LN","-85.762485406799996","38.159198596099998","2019-02-28 00:00:00","GRO","Grocery / Food Mart","2017-03-09 11:13:31","40214","21","SOUTHLAND PARK","C1","MBP","NQ Retail Malt Beverage Package","Active","2017-03-09 11:13:31","Codes and Regulations","1205547","243625"
"1080","14ABC1142","Alcoholic Beverage Annual","MANGO'S MEXICAN GRILL","4632 HENDRIK DR ","4632"," ","HENDRIK","DR","-85.608670896000007","38.184638627200002","2019-02-28 00:00:00","RST","Restaurant / Cafe","2014-10-06 11:28:49","40299","11","","C2","SD","Sunday Drink","Active","","Codes and Regulations","1249905","252199"
"1081","16ABC1100","Alcoholic Beverage Annual","SUPER USA #9","2704 CRITTENDEN DR ","2704"," ","CRITTENDEN","DR","-85.751372707399995","38.204712500600003","2018-05-31 00:00:00","GRO","Grocery / Food Mart","2016-07-18 08:55:08","40209","15","FAIRGROUNDS","EZ1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","Active","2016-07-18 08:55:08","Codes and Regulations","1209012","260145"
"1082","16ABC1104","Alcoholic Beverage Annual","THE MANHATTAN PROJECT","2101 FRANKFORT AVE ","2101"," ","FRANKFORT","AVE","-85.708202957400005","38.254433327699999","2018-09-30 00:00:00","RST","Restaurant / Cafe","2016-10-26 07:50:15","40206","09","CLIFTON","C2","SD","Sunday Drink","Active","","Codes and Regulations","1221702","278050"
"1083","16ABC1130","Alcoholic Beverage Annual","CVS PHARMACY #10532","3700 BARDSTOWN RD ","3700"," ","BARDSTOWN","RD","-85.659971377900007","38.198585624800003","2018-07-31 00:00:00","DRG","Drug Store","2016-10-17 08:56:01","40218","10","","C1","LP","Quota Retail Package","Active","2016-10-17 08:56:01","Codes and Regulations","1235239","257499"
"1084","13ABC1116","Alcoholic Beverage Annual","T & L MART","3320 W MARKET ST ","3320","W","MARKET","ST","-85.8065475354","38.260686452000002","2018-03-31 00:00:00","GRO","Grocery / Food Mart","2014-01-09 08:52:26","40212","05","SHAWNEE","C1","MB","Malt Beverage","Active","2014-01-09 08:52:26","Codes and Regulations","1193504","280789"
"1085","20853","Alcoholic Beverage Annual","LA' QUE","1019 BARDSTOWN RD ","1019"," ","BARDSTOWN","RD","-85.723416112099997","38.240013518700003","2018-10-31 00:00:00","RST","Restaurant / Cafe","2008-06-25 16:29:00","40204","08","CHEROKEE TRIANGLE","(C2)","MBRD","NQ4 Retail Malt Beverage Drink","Active","","Codes and Regulations","1217250","272869"
"1086","16ABC1171","Alcoholic Beverage Annual","FANTE'S COFFEE","2501 GRINSTEAD DR ","2501"," ","GRINSTEAD","DR","-85.704101971200004","38.244435568","2018-09-30 00:00:00","RST","Restaurant / Cafe","2017-02-09 12:38:34","40206","08","IRISH HILL","C2","MBRD","NQ4 Retail Malt Beverage Drink","Active","","Codes and Regulations","1222822","274391"
"1087","26837","Alcoholic Beverage Annual","TAJ PALACE","2929 GOOSE CREEK RD ","2929"," ","GOOSE CREEK","RD","-85.578422313700003","38.287931786999998","2019-01-31 00:00:00","RST","Restaurant / Cafe","2010-01-28 15:45:00","40241","17","","C1","SD","Sunday Drink","Active","","Codes and Regulations","1259141","289684"
"1088","16ABC1171","Alcoholic Beverage Annual","FANTE'S COFFEE","2501 GRINSTEAD DR ","2501"," ","GRINSTEAD","DR","-85.704101971200004","38.244435568","2018-09-30 00:00:00","RST","Restaurant / Cafe","2017-02-09 12:38:34","40206","08","IRISH HILL","C2","SD","Sunday Drink","Active","","Codes and Regulations","1222822","274391"
"1089","3652","Alcoholic Beverage Annual","LAKE FOREST COUNTRY CLUB","14700 LANDMARK DR ","14700"," ","LANDMARK","DR","-85.482559150100002","38.2656968617","2019-02-28 00:00:00","CLB","Country Club","2004-03-01 11:12:00","40245","19","","R4","PC","NQ3 Retail Drink (Private Club)","Active","","Codes and Regulations","1286545","281205"
"1090","13ABC1082","Alcoholic Beverage Annual","SCOTT'S FOOD MART","1810 BERRY BLVD ","1810"," ","BERRY","BLVD","-85.7965065466","38.1964634614","2019-02-28 00:00:00","GRO","Grocery / Food Mart","2013-11-18 11:03:47","40215","03","JACOBS","C1","MBP","NQ Retail Malt Beverage Package","Active","","Codes and Regulations","1195994","257356"
"1091","6763","Alcoholic Beverage Annual","MARY M MILLER","401 RIVER RD ","401"," ","RIVER","RD","-85.743825099600002","38.259819176500002","2018-11-30 00:00:00","RIV","River Boat","2004-10-26 12:50:54","40202","04","CENTRAL BUSINESS DISTRICT","(W1)","RLD2","NQ2 Restaurant Liquor Drink (12 am till 2 am)","Active","","Codes and Regulations","1211506","280175"
"1092","16ABC1175","Alcoholic Beverage Annual","HIBACHI SUSHI BUFFET","5729 PRESTON HWY ","5729"," ","PRESTON","HWY","-85.701970274600001","38.166718162400002","2019-02-28 00:00:00","RST","Restaurant / Cafe","2016-11-21 14:14:53","40219","02","","C1","MBRD","NQ4 Retail Malt Beverage Drink","Active","","Codes and Regulations","1222988","246083"
"1093","16ABC1169","Alcoholic Beverage Annual","THE EAGLE FOOD & BEER HALL","1314 BARDSTOWN RD ","1314"," ","BARDSTOWN","RD","-85.714726539500006","38.234756457499998","2018-10-31 00:00:00","RST","Restaurant / Cafe","2016-11-04 09:18:20","40204","08","TYLER PARK","(C2)","SBL","Supplemental Bar","Active","","Codes and Regulations","1219715","270915"
"1094","ABC907615","Alcoholic Beverage Annual","NEIGHBORHOOD LIQUOR","8003 SHEPHERDSVILLE RD ","8003"," ","SHEPHERDSVILLE","RD","-85.658533992299994","38.134294494199999","2019-02-28 00:00:00","LIQ","Liquor Store","2017-03-24 16:35:03","40219","23","","C1","LP","Quota Retail Package","Active","2017-03-24 16:35:03","Codes and Regulations","1235294","234083"
"1095","16ABC1183","Alcoholic Beverage Annual","VIRTUE RESTAURANT","103 W OAK ST ","103","W","OAK","ST","-85.755551124600004","38.234704086299999","2018-10-31 00:00:00","RST","Restaurant / Cafe","2017-08-15 16:38:57","40203","06","OLD LOUISVILLE","TNZD","SBL","Supplemental Bar","Active","2017-08-15 16:38:57","Codes and Regulations","1207990","271085"
"1096","16ABC1188","Alcoholic Beverage Annual","CHEDDAR'S CASUAL CAFE","10403 WESTPORT RD ","10403"," ","WESTPORT","RD","-85.559084525499998","38.294532358700003","2019-01-31 00:00:00","RST","Restaurant / Cafe","2017-01-03 11:33:47","40241","17","","C2","RLD","NQ2 Retail Drink (Restaurant)","Active","2017-01-03 11:33:47","Codes and Regulations","1264725","292008"
"1097","ABC908825","Alcoholic Beverage Annual","RED HERRING","1757 FRANKFORT AVE 101","1757"," ","FRANKFORT","AVE","-85.716841169099993","38.257055034499999","2018-09-30 00:00:00","BAR","Bar","2017-04-27 14:59:35","40206","09","CLIFTON","C2","MBRD","NQ4 Retail Malt Beverage Drink","Active","2017-04-27 14:59:34","Codes and Regulations","1219237","279044"
"1098","ABC908825","Alcoholic Beverage Annual","RED HERRING","1757 FRANKFORT AVE 101","1757"," ","FRANKFORT","AVE","-85.716841169099993","38.257055034499999","2018-09-30 00:00:00","BAR","Bar","2017-04-27 14:59:35","40206","09","CLIFTON","C2","MBRD2","NQ4 Retail Malt Beverage Drink (12 am till 2 am)","Active","2017-04-27 14:59:34","Codes and Regulations","1219237","279044"
"1099","ABC915891","Alcoholic Beverage Annual","OLD LOUISVILLE PIZZA CO.","1201 S 1ST ST 1","1201","S","1ST","ST","-85.755211087399999","38.234425593499999","2018-10-31 00:00:00","RST","Restaurant / Cafe","2017-05-16 15:29:30","40203","06","OLD LOUISVILLE","TNZD","SD","Sunday Drink","Active","2017-05-16 15:29:30","Codes and Regulations","1208086","270982"
"1100","ABC917003","Alcoholic Beverage Annual","CUBA Y MAS","5700 OUTER LOOP ","5700"," ","OUTER","LOOP","-85.655596306999996","38.138276453099998","2019-02-28 00:00:00","RST","Restaurant / Cafe","2017-05-17 14:33:08","40219","23","","C1","LD","Quota Retail Drink","Active","2017-05-17 14:33:08","Codes and Regulations","1236161","235520"
"1101","ABC917367","Alcoholic Beverage Annual","EURO CAFE & BAKERY","6917 SOUTHSIDE DR ","6917"," ","SOUTHSIDE","DR","-85.763781593800005","38.156633122199999","2019-02-28 00:00:00","RST","Restaurant / Cafe","2017-06-06 09:59:26","40214","13","","C1","SD","Sunday Drink","Active","2017-06-06 09:59:26","Codes and Regulations","1205159","242697"
"1102","ABC917463","Alcoholic Beverage Annual","PINECROFT INN","4122 PINECROFT DR ","4122"," ","PINECROFT","DR","-85.685082610099997","38.133995487299998","2019-02-28 00:00:00","BAR","Bar","2017-08-01 09:10:09","40219","24","","C2","MBRD","NQ4 Retail Malt Beverage Drink","Active","","Codes and Regulations","1227657","234092"
"1103","ABC918395","Alcoholic Beverage Annual","HYATT REGENCY LOUISVILLE","320 W JEFFERSON ST ","320","W","JEFFERSON","ST","-85.756559662599997","38.2536163479","2018-11-30 00:00:00","HOT","Hotels","2017-08-01 08:10:39","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","CATE","Caterer","Active","","Codes and Regulations","1207813","277976"
"1104","ABC918395","Alcoholic Beverage Annual","HYATT REGENCY LOUISVILLE","320 W JEFFERSON ST ","320","W","JEFFERSON","ST","-85.756559662599997","38.2536163479","2018-11-30 00:00:00","HOT","Hotels","2017-08-01 08:10:39","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","ESL","Extended Hours Supplement","Active","","Codes and Regulations","1207813","277976"
"1105","ABC918995","Alcoholic Beverage Annual","COACH'S CORNER","1006 BROOKLINE AVE ","1006"," ","BROOKLINE","AVE","-85.777456499899998","38.175111168800001","2019-02-28 00:00:00","BAR","Bar","2017-08-08 08:27:51","40215","21","BEECHMONT","C1","MBRD","NQ4 Retail Malt Beverage Drink","Active","2017-08-08 08:27:51","Codes and Regulations","1201339","249490"
"1106","ABC919196","Alcoholic Beverage Annual","CHAMLING KITCHEN & BAR","2249 HIKES LN ","2249"," ","HIKES","LN","-85.659090357099998","38.201070718399997","2019-01-31 00:00:00","RST","Restaurant / Cafe","2017-08-25 09:07:14","40218","26","BON AIR","C1","RLD","NQ2 Retail Drink (Restaurant)","Active","2017-08-25 09:07:14","Codes and Regulations","1235506","258400"
"1107","ABC919357","Alcoholic Beverage Annual","I LOVE LIQUORS OF GERMANTOWN","1036 GOSS AVE ","1036"," ","GOSS","AVE","-85.735298982299994","38.226812238800001","2019-01-31 00:00:00","LIQ","Liquor Store","2017-10-05 09:03:14","40217","10","SCHNITZELBURG","C1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","Active","2017-10-05 09:03:14","Codes and Regulations","1213760","268117"
"1108","ABC920272","Alcoholic Beverage Annual","DOLLAR GENERAL PARTNERS","2324 W BROADWAY ","2324","W","BROADWAY"," ","-85.791183763800007","38.249066974500003","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2017-11-17 15:52:44","40211","06","CALIFORNIA","C2","MBP","NQ Retail Malt Beverage Package","Active","","Codes and Regulations","1197844","276484"
"1109","ABC920358","Alcoholic Beverage Annual","SARINO","1030 GOSS AVE ","1030"," ","GOSS","AVE","-85.7355173089","38.226933047700001","2019-01-31 00:00:00","RST","Restaurant / Cafe","2017-10-09 10:39:12","40217","10","SCHNITZELBURG","C1","SD","Sunday Drink","Active","","Codes and Regulations","1213698","268162"
"1110","ABC920358","Alcoholic Beverage Annual","SARINO","1030 GOSS AVE ","1030"," ","GOSS","AVE","-85.7355173089","38.226933047700001","2019-01-31 00:00:00","RST","Restaurant / Cafe","2017-10-09 10:39:12","40217","10","SCHNITZELBURG","C1","RLD2","NQ2 Restaurant Liquor Drink (12 am till 2 am)","Active","","Codes and Regulations","1213698","268162"
"1111","ABC920372","Alcoholic Beverage Annual","JJ LIQUOR","601 WINKLER AVE ","601"," ","WINKLER","AVE","-85.7682193009","38.210921130999999","2018-05-31 00:00:00","LIQ","Liquor Store","2017-10-24 09:26:01","40208","06","SOUTH LOUISVILLE","C1","LP","Quota Retail Package","Active","","Codes and Regulations","1204209","262485"
"1112","ABC920372","Alcoholic Beverage Annual","JJ LIQUOR","601 WINKLER AVE ","601"," ","WINKLER","AVE","-85.7682193009","38.210921130999999","2018-05-31 00:00:00","LIQ","Liquor Store","2017-10-24 09:26:01","40208","06","SOUTH LOUISVILLE","C1","MBP","NQ Retail Malt Beverage Package","Active","","Codes and Regulations","1204209","262485"
"1113","13ABC1019","Alcoholic Beverage Annual","THE SPORTS & SOCIAL CLUB","427 S 4TH ST 100","427","S","4TH","ST","-85.757057696999993","38.251937381499999","2018-11-30 00:00:00","BAR","Bar","2013-07-17 13:16:48","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","LD","Quota Retail Drink","Active","","Codes and Regulations","1207660","277367"
"1114","13ABC1019","Alcoholic Beverage Annual","THE SPORTS & SOCIAL CLUB","427 S 4TH ST 100","427","S","4TH","ST","-85.757057696999993","38.251937381499999","2018-11-30 00:00:00","BAR","Bar","2013-07-17 13:16:48","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","SD","Sunday Drink","Active","","Codes and Regulations","1207660","277367"
"1115","33685","Alcoholic Beverage Annual","NORTH END CAFE HIGHLANDS","2116 BARDSTOWN RD ","2116"," ","BARDSTOWN","RD","-85.694764123300004","38.224747549500002","2019-01-31 00:00:00","RST","Restaurant / Cafe","2011-11-14 12:03:42","40205","08","DEER PARK","(C2)","MBRD","NQ4 Retail Malt Beverage Drink","Active","","Codes and Regulations","1225391","267180"
"1116","13ABC1088","Alcoholic Beverage Annual","META","425 W CHESTNUT ST ","425","W","CHESTNUT","ST","-85.759040772600002","38.249321944499997","2018-11-30 00:00:00","BAR","Bar","2013-10-22 16:37:55","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","LD","Quota Retail Drink","Active","2013-10-22 16:37:55","Codes and Regulations","1207075","276424"
"1117","13ABC1088","Alcoholic Beverage Annual","META","425 W CHESTNUT ST ","425","W","CHESTNUT","ST","-85.759040772600002","38.249321944499997","2018-11-30 00:00:00","BAR","Bar","2013-10-22 16:37:55","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","LD4","Quota Retail Drink (12 AM - 4 AM)","Active","2013-10-22 16:37:55","Codes and Regulations","1207075","276424"
"1118","13ABC1110","Alcoholic Beverage Annual","TIME & SPACE","1279 BARDSTOWN RD ","1279"," ","BARDSTOWN","RD","-85.715907565899997","38.235996721900001","2018-10-31 00:00:00","BAR","Bar","2014-02-26 12:55:37","40204","08","CHEROKEE TRIANGLE","(C2)","LD","Quota Retail Drink","Active","2014-02-26 12:55:36","Codes and Regulations","1219383","271372"
"1119","13ABC1110","Alcoholic Beverage Annual","TIME & SPACE","1279 BARDSTOWN RD ","1279"," ","BARDSTOWN","RD","-85.715907565899997","38.235996721900001","2018-10-31 00:00:00","BAR","Bar","2014-02-26 12:55:37","40204","08","CHEROKEE TRIANGLE","(C2)","SD","Sunday Drink","Active","2014-02-26 12:55:37","Codes and Regulations","1219383","271372"
"1120","24053","Alcoholic Beverage Annual","GOOD SHEPHERD CATHOLIC PARISH","3525 RUDD AVE ","3525"," ","RUDD","AVE","-85.806057315199993","38.276333688100003","2018-03-31 00:00:00","CHR","Church / School","2009-08-14 14:00:36","40212","05","PORTLAND","UN","MBRD","NQ4 Retail Malt Beverage Drink","Active","","Codes and Regulations","1193741","286484"
"1121","30035","Alcoholic Beverage Annual","MIDWEST PETROLEUM","3300 ALGONQUIN PKY ","3300"," ","ALGONQUIN","PKY","-85.810274626199998","38.224213940600002","2018-03-31 00:00:00","GRO","Grocery / Food Mart","2011-03-16 15:39:00","40211","01","PARK DUVALLE","C1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","Active","","Codes and Regulations","1192209","267527"
"1122","3229","Alcoholic Beverage Annual","CHURCH OF THE GUARDIAN ANGELS","6010 PRESTON HWY ","6010"," ","PRESTON","HWY","-85.702307604500007","38.1630557999","2019-02-28 00:00:00","CHR","Church / School","2004-02-09 18:01:00","40219","21","","R4","MBRD","NQ4 Retail Malt Beverage Drink","Active","","Codes and Regulations","1222870","244751"
