"CodesAndRegsLicenseDataID","LicenseID","Description","LicenseName","Location","StreetNumber","Prefix","StreetName","Suffix","Longitude","Latitude","ExpirationDate","SubType","SubDescription","IssueDate","Zip","DISTRICT","NEIGHBORHOOD","ZONING","EndorsementType","EndorsementTypeDescription","EndorsementStatusDescription","EndorsementIssuedDate","AGENCY","GPSX","GPSY"
"348","15ABC1113","Alcoholic Beverage Annual","WALGREENS #05172","5400 NEW CUT RD ","5400"," ","NEW CUT","RD","-85.776890571400003","38.150318537099999","2018-08-31 00:00:00","DRG","Drug Store","2015-07-29 17:14:03","40214","25","AUBURNDALE","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","2015-07-29 17:14:03","Codes and Regulations","1201352","240460"
"349","36316","Alcoholic Beverage Annual","MILKWOOD ROOM","316 W MAIN ST ","316","W","MAIN","ST","-85.755580006299994","38.256257257999998","2018-11-30 00:00:00","RST","Restaurant / Cafe","2012-11-27 10:25:00","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1208110","278933"
"350","5061","Alcoholic Beverage Annual","KROGER L-366","5001 MUD LN ","5001"," ","MUD","LN","-85.670581340200002","38.089209581399999","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-02 10:19:59","40229","13","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1231576","217720"
"351","5063","Alcoholic Beverage Annual","KROGER L-350","5533 NEW CUT RD ","5533"," ","NEW CUT","RD","-85.773725698999996","38.144510082099998","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-02 10:25:00","40214","13","","C1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1202227","238330"
"352","5064","Alcoholic Beverage Annual","KROGER L-376","4501 OUTER LOOP ","4501"," ","OUTER","LOOP","-85.679621927900001","38.139926054","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-02 10:28:00","40219","24","","C2","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1229261","236227"
"353","20440","Alcoholic Beverage Annual","SPRINGHILL SUITES, LOU DOWNTOW","132 E JEFFERSON ST ","132","E","JEFFERSON","ST","-85.750815785399993","38.252910329300001","2018-11-30 00:00:00","HOT","Hotels","2008-04-08 14:26:57","40202","04","CENTRAL BUSINESS DISTRICT","C2","MBRD2","NQ4 Retail Malt Beverage Drink (12 am till 2 am)","ACTIVE","","Codes and Regulations","1209458","277692"
"354","5545","Alcoholic Beverage Annual","CIRCLE K #3238","5035 MUD LN ","5035"," ","MUD","LN","-85.670314661399999","38.093173094400001","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-08-02 08:51:00","40229","13","","C2","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1231675","219162"
"355","22778","Alcoholic Beverage Annual","MARKET PLACE","653 S 4TH ST ","653","S","4TH","ST","-85.758052189500006","38.247165078099997","2018-11-30 00:00:00","RST","Restaurant / Cafe","2009-07-21 16:17:00","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","MBRD","NQ4 Retail Malt Beverage Drink","ACTIVE","","Codes and Regulations","1207346","275634"
"356","5109","Alcoholic Beverage Annual","COX'S SMOKER'S OUTLET & SPIRIT","4780 BARDSTOWN RD ","4780"," ","BARDSTOWN","RD","-85.6232907606","38.178516183100001","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-06 14:20:00","40218","02","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1245670","250032"
"357","14ABC1104","Alcoholic Beverage Annual","COURTYARD BY MARRIOTT","819 PHILLIPS LN ","819"," ","PHILLIPS","LN","-85.742871319399995","38.192416148600003","2018-05-31 00:00:00","HOT","Hotels","2014-08-07 10:50:52","40209","21","HIGHLAND PARK","C2","MDL","NQ2 Retail Drink (Motel)","ACTIVE","2014-08-07 10:50:52","Codes and Regulations","1211382","255628"
"358","4057","Alcoholic Beverage Annual","FIVE STAR FOOD MART #5301","9501 CANE RUN RD ","9501"," ","CANE RUN","RD","-85.895680349100004","38.1172831636","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-05-11 13:28:00","40258","12","","C1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1166982","229020"
"359","5236","Alcoholic Beverage Annual","CVS PHARMACY #6207","5300 S 3RD ST ","5300","S","3RD","ST","-85.768637232000003","38.171125927299997","2018-07-31 00:00:00","LIQ","Liquor Store","2004-07-13 12:06:00","40214","21","IROQUOIS","C2","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1203850","247997"
"360","5237","Alcoholic Beverage Annual","CVS PHARMACY #5866","13900 SHELBYVILLE RD ","13900"," ","SHELBYVILLE","RD","-85.493348221199994","38.2397375169","2018-07-31 00:00:00","LIQ","Liquor Store","2004-07-13 12:40:00","40245","20","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1283320","271794"
"361","5492","Alcoholic Beverage Annual","SPEEDWAY #5457","4565 POPLAR LEVEL RD ","4565"," ","POPLAR LEVEL","RD","-85.698706622000003","38.183794439800003","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-07-30 12:07:00","40213","10","","M1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1224024","252286"
"362","5500","Alcoholic Beverage Annual","SPEEDWAY #9686","6821 SOUTHSIDE DR ","6821"," ","SOUTHSIDE","DR","-85.764423380099998","38.158890571199997","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-07-30 12:39:00","40214","21","SOUTHLAND PARK","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1204988","243522"
"363","15ABC1115","Alcoholic Beverage Annual","KROGER  #780 LIQUOR STORE","10641 DIXIE HWY ","10641"," ","DIXIE","HWY","-85.869821132799999","38.099092996899998","2018-07-31 00:00:00","LIQ","Liquor Store","2015-06-29 16:49:49","40272","25","","C2","LP","Quota Retail Package","ACTIVE","2015-06-29 16:49:49","Codes and Regulations","1174304","222265"
"364","15ABC1114","Alcoholic Beverage Annual","WALGREENS #04216","5201 S 3RD ST ","5201","S","3RD","ST","-85.767543848000003","38.171744363099997","2018-08-31 00:00:00","DRG","Drug Store","2015-07-29 17:37:54","40214","21","SOUTHSIDE","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","2015-07-29 17:37:54","Codes and Regulations","1204168","248217"
"365","15ABC1116","Alcoholic Beverage Annual","WALGREENS #04194","2021 HIKES LN ","2021"," ","HIKES","LN","-85.662052461499997","38.198403922399997","2018-08-31 00:00:00","DRG","Drug Store","2015-07-29 17:35:44","40218","10","","C2","MBP","NQ Retail Malt Beverage Package","ACTIVE","2015-07-29 17:35:44","Codes and Regulations","1234640","257442"
"366","15ABC1118","Alcoholic Beverage Annual","WALGREENS #04586","7914 FEGENBUSH LN ","7914"," ","FEGENBUSH","LN","-85.616546843500004","38.138468723000003","2018-08-31 00:00:00","DRG","Drug Store","2015-07-29 17:40:26","40228","23","","PD","MBP","NQ Retail Malt Beverage Package","ACTIVE","2015-07-29 17:40:26","Codes and Regulations","1247392","235421"
"367","15ABC1119","Alcoholic Beverage Annual","WALGREENS #06443","990 BAXTER AVE ","990"," ","BAXTER","AVE","-85.724255210400003","38.239665125800002","2018-08-31 00:00:00","DRG","Drug Store","2015-07-29 17:39:50","40204","08","HIGHLANDS","(C2)","LP","Quota Retail Package","ACTIVE","2015-07-29 17:39:50","Codes and Regulations","1217007","272746"
"368","36433","Alcoholic Beverage Annual","NOWHERE LOUISVILLE","1133 BARDSTOWN RD ","1133"," ","BARDSTOWN","RD","-85.719347381399999","38.238043466400001","2018-10-31 00:00:00","BAR","Bar","2013-03-19 16:59:00","40204","08","CHEROKEE TRIANGLE","(C2)","LD","Quota Retail Drink","ACTIVE","","Codes and Regulations","1218407","272133"
"369","36433","Alcoholic Beverage Annual","NOWHERE LOUISVILLE","1133 BARDSTOWN RD ","1133"," ","BARDSTOWN","RD","-85.719347381399999","38.238043466400001","2018-10-31 00:00:00","BAR","Bar","2013-03-19 16:59:00","40204","08","CHEROKEE TRIANGLE","(C2)","LD4","Quota Retail Drink (12 AM - 4 AM)","ACTIVE","","Codes and Regulations","1218407","272133"
"370","15ABC1148","Alcoholic Beverage Annual","AT THE ITALIAN TABLE","2359 FRANKFORT AVE ","2359"," ","FRANKFORT","AVE","-85.700576514800005","38.253786781499997","2018-09-30 00:00:00","RST","Restaurant / Cafe","2015-08-19 11:26:56","40206","09","CLIFTON","C2","LD","Quota Retail Drink","ACTIVE","2015-08-19 11:26:56","Codes and Regulations","1223888","277780"
"371","36433","Alcoholic Beverage Annual","NOWHERE LOUISVILLE","1133 BARDSTOWN RD ","1133"," ","BARDSTOWN","RD","-85.719347381399999","38.238043466400001","2018-10-31 00:00:00","BAR","Bar","2013-03-19 16:59:00","40204","08","CHEROKEE TRIANGLE","(C2)","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1218407","272133"
"372","5072","Alcoholic Beverage Annual","KROGER L-292","7509 TERRY RD ","7509"," ","TERRY","RD","-85.870218443799999","38.142541981400001","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-02 10:47:54","40258","12","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1174468","238087"
"373","5072","Alcoholic Beverage Annual","KROGER L-292","7509 TERRY RD ","7509"," ","TERRY","RD","-85.870218443799999","38.142541981400001","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-02 10:47:54","40258","12","","C1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1174468","238087"
"374","5515","Alcoholic Beverage Annual","CIRCLE K #75","1630 ARTHUR ST ","1630"," ","ARTHUR","ST","-85.751855262999996","38.222673116300001","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-07-30 13:44:00","40208","06","OLD LOUISVILLE","EZ1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1208980","266687"
"375","5660","Alcoholic Beverage Annual","O'CHARLEY'S RESTAURANT #265","10641 FISCHER PARK DR ","10641"," ","FISCHER PARK","DR","-85.5549903255","38.2962945668","2018-08-31 00:00:00","RST","Restaurant / Cafe","2004-08-03 11:29:00","40241","17","","C2","RLD2","NQ2 Restaurant Liquor Drink (12 am till 2 am)","ACTIVE","","Codes and Regulations","1265909","292633"
"376","15ABC1154","Alcoholic Beverage Annual","GOLDEN LIQUORS","3606 CANE RUN RD ","3606"," ","CANE RUN","RD","-85.812668596500004","38.221402555700003","2019-03-31 00:00:00","LIQ","Liquor Store","2015-09-16 08:38:14","40211","01","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1191504","266515"
"377","5661","Alcoholic Beverage Annual","O'CHARLEY'S RESTAURANT #215","1901 S HURSTBOURNE PKY ","1901","S","HURSTBOURNE","PKY","-85.584258094600003","38.218139663800002","2018-08-31 00:00:00","RST","Restaurant / Cafe","2004-08-03 11:35:00","40220","18","","C1","RLD2","NQ2 Restaurant Liquor Drink (12 am till 2 am)","ACTIVE","","Codes and Regulations","1257098","264295"
"378","5664","Alcoholic Beverage Annual","O'CHARLEY'S RESTAURANT #218","4801 OUTER LOOP ","4801"," ","OUTER","LOOP","-85.669933122700002","38.141662038299998","2018-08-31 00:00:00","RST","Restaurant / Cafe","2004-08-03 11:44:00","40219","24","","C2","RLD2","NQ2 Restaurant Liquor Drink (12 am till 2 am)","ACTIVE","","Codes and Regulations","1232057","236816"
"379","14507","Alcoholic Beverage Annual","WAL-MART SUPERCENTER #5417","175 OUTER LOOP ","175"," ","OUTER","LOOP","-85.780016655200001","38.128800629499999","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2005-07-13 16:28:00","40214","13","","C2","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1200323","232640"
"380","14507","Alcoholic Beverage Annual","WAL-MART SUPERCENTER #5417","175 OUTER LOOP ","175"," ","OUTER","LOOP","-85.780016655200001","38.128800629499999","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2005-07-13 16:28:00","40214","13","","C2","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1200323","232640"
"381","17004","Alcoholic Beverage Annual","CIRCLE K #3303","5414 VALLEY STATION RD ","5414"," ","VALLEY STATION","RD","-85.864558493600001","38.106424920000002","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2006-10-25 16:54:00","40272","25","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1175865","224908"
"382","17004","Alcoholic Beverage Annual","CIRCLE K #3303","5414 VALLEY STATION RD ","5414"," ","VALLEY STATION","RD","-85.864558493600001","38.106424920000002","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2006-10-25 16:54:00","40272","25","","C1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1175865","224908"
"383","5356","Alcoholic Beverage Annual","SAPPORO JAPANESE GRILL & SUSHI","1706 BARDSTOWN RD ","1706"," ","BARDSTOWN","RD","-85.703401628899996","38.229797993799998","2019-01-31 00:00:00","RST","Restaurant / Cafe","2004-07-21 11:03:00","40205","08","DEER PARK","(C2)","RLD2","NQ2 Restaurant Liquor Drink (12 am till 2 am)","ACTIVE","","Codes and Regulations","1222939","269058"
"384","36441","Alcoholic Beverage Annual","ABYSSINIA ETHIOPIAN RESTAURANT","554 S 5TH ST ","554","S","5TH","ST","-85.759665083000002","38.249533585899997","2018-11-30 00:00:00","RST","Restaurant / Cafe","2012-12-06 15:24:25","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1206897","276504"
"385","6359","Alcoholic Beverage Annual","TK'S","5442 DEL MARIA WAY ","5442"," ","DEL MARIA","WAY","-85.608474910799998","38.169124181299999","2018-10-31 00:00:00","BAR","Bar","2004-09-30 11:00:00","40291","22","","C2","MBRD4","NQ4 Retail Malt Beverage Drink (12 am till 4 am)","ACTIVE","","Codes and Regulations","1249878","246549"
"386","33406","Alcoholic Beverage Annual","SIYA LIQUOR","5046 BILLTOWN RD ","5046"," ","BILLTOWN","RD","-85.573564002699996","38.171876326300001","2019-02-28 00:00:00","LIQ","Liquor Store","2011-09-30 12:44:00","40299","20","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1259928","247405"
"387","6362","Alcoholic Beverage Annual","ST THERESE CHURCH","1101 E KENTUCKY ST ","1101","E","KENTUCKY","ST","-85.732492589299994","38.236012533999997","2018-10-31 00:00:00","CHR","Church / School","2004-09-30 11:45:41","40204","04","GERMANTOWN","C1","MBRD","NQ4 Retail Malt Beverage Drink","ACTIVE","","Codes and Regulations","1214620","271454"
"388","36441","Alcoholic Beverage Annual","ABYSSINIA ETHIOPIAN RESTAURANT","554 S 5TH ST ","554","S","5TH","ST","-85.759665083000002","38.249533585899997","2018-11-30 00:00:00","RST","Restaurant / Cafe","2012-12-06 15:24:25","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","LD","Quota Retail Drink","ACTIVE","","Codes and Regulations","1206897","276504"
"389","36508","Alcoholic Beverage Annual","KENWOOD LIQUORS","6908 SOUTHSIDE DR ","6908"," ","SOUTHSIDE","DR","-85.765003193400005","38.157336818200001","2019-02-28 00:00:00","LIQ","Liquor Store","2012-12-21 11:30:36","40214","21","SOUTHSIDE","C1","LP","Quota Retail Package","ACTIVE","","Codes and Regulations","1204812","242959"
"390","35674","Alcoholic Beverage Annual","ZOES KITCHEN","3723 LEXINGTON RD ","3723"," ","LEXINGTON","RD","-85.659494154100003","38.252397569300001","2018-05-31 00:00:00","RST","Restaurant / Cafe","2012-09-25 08:48:00","40207","09","ROCKCREEK LEXINGTON ROAD","C2","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1235676","277091"
"391","15ABC1158","Alcoholic Beverage Annual","GRIND BURGER KITCHEN","829 E MARKET ST ","829","E","MARKET","ST","-85.736589600599999","38.253474015999998","2018-09-30 00:00:00","RST","Restaurant / Cafe","2015-10-19 11:52:12","40206","04","REMAINDER OF CITY","EZ1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","2015-10-19 11:52:12","Codes and Regulations","1213546","277831"
"392","6389","Alcoholic Beverage Annual","TWO LANE PACKAGE LIQUOR & BAR","9702 OLD BARDSTOWN RD ","9702"," ","OLD BARDSTOWN","RD","-85.567287047299999","38.101152887799998","2018-10-31 00:00:00","BAR","Bar","2004-10-01 09:08:00","40291","22","","C2","LD2","Quota Retail Drink (12 AM - 2 AM)","ACTIVE","","Codes and Regulations","1261364","221627"
"393","36546","Alcoholic Beverage Annual","HOT LEGS","13601 DIXIE HWY ","13601"," ","DIXIE","HWY","-85.888289474199993","38.058458877600003","2018-09-30 00:00:00","BAR","Bar","2013-01-22 12:51:47","40272","14","","C2","LD","Quota Retail Drink","ACTIVE","","Codes and Regulations","1168727","207564"
"394","36546","Alcoholic Beverage Annual","HOT LEGS","13601 DIXIE HWY ","13601"," ","DIXIE","HWY","-85.888289474199993","38.058458877600003","2018-09-30 00:00:00","BAR","Bar","2013-01-22 12:51:47","40272","14","","C2","LD4","Quota Retail Drink (12 AM - 4 AM)","ACTIVE","","Codes and Regulations","1168727","207564"
"395","6389","Alcoholic Beverage Annual","TWO LANE PACKAGE LIQUOR & BAR","9702 OLD BARDSTOWN RD ","9702"," ","OLD BARDSTOWN","RD","-85.567287047299999","38.101152887799998","2018-10-31 00:00:00","BAR","Bar","2004-10-01 09:08:00","40291","22","","C2","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1261364","221627"
"396","6393","Alcoholic Beverage Annual","THE WINE MARKET","1200 BARDSTOWN RD ","1200"," ","BARDSTOWN","RD","-85.718518412899996","38.2368262723","2018-10-31 00:00:00","LIQ","Liquor Store","2004-10-01 09:28:00","40204","08","TYLER PARK","(C2)","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1218638","271686"
"397","36546","Alcoholic Beverage Annual","HOT LEGS","13601 DIXIE HWY ","13601"," ","DIXIE","HWY","-85.888289474199993","38.058458877600003","2018-09-30 00:00:00","BAR","Bar","2013-01-22 12:51:47","40272","14","","C2","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1168727","207564"
"398","36620","Alcoholic Beverage Annual","SIDEBAR ICEHOUSE AND GRILL","129 N 2ND ST ","129","N","2ND","ST","-85.752991190900005","38.256883815999998","2018-11-30 00:00:00","BAR","Bar","2013-04-18 12:31:42","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","LD","Quota Retail Drink","ACTIVE","","Codes and Regulations","1208857","279149"
"399","6394","Alcoholic Beverage Annual","THE BACK DOOR","1250 BARDSTOWN RD ","1250"," ","BARDSTOWN","RD","-85.717805275700002","38.234791948000002","2018-10-31 00:00:00","BAR","Bar","2004-10-01 09:34:00","40204","08","TYLER PARK","(C2)","MBRD4","NQ4 Retail Malt Beverage Drink (12 am till 4 am)","ACTIVE","","Codes and Regulations","1218831","270942"
"400","5321","Alcoholic Beverage Annual","PIZZA COMPANY, THE","2931 RICHLAND AVE ","2931"," ","RICHLAND","AVE","-85.625864424","38.221117075899997","2019-01-31 00:00:00","RST","Restaurant / Cafe","2004-07-20 13:36:00","40220","26","HIKES POINT","C1","RLD2","NQ2 Restaurant Liquor Drink (12 am till 2 am)","ACTIVE","","Codes and Regulations","1245162","265555"
"401","15ABC1162","Alcoholic Beverage Annual","OLE FRiJOLE","5612 BARDSTOWN RD ","5612"," ","BARDSTOWN","RD","-85.599182379499993","38.1638272593","2018-10-31 00:00:00","RST","Restaurant / Cafe","2015-10-14 09:01:51","40291","22","","C1","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","2015-10-14 09:01:51","Codes and Regulations","1252521","244581"
"402","15ABC1167","Alcoholic Beverage Annual","KENTUCKY FOOD MAX","800 E KENTUCKY ST ","800","E","KENTUCKY","ST","-85.740570388899997","38.236670441100003","2018-10-31 00:00:00","GRO","Grocery / Food Mart","2015-10-14 09:49:44","40204","04","SHELBY PARK","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","2015-10-14 09:49:44","Codes and Regulations","1212304","271731"
"403","14ABC1195","Alcoholic Beverage Annual","MELLOW MUSHROOM PIZZA","1023 BARDSTOWN RD ","1023"," ","BARDSTOWN","RD","-85.723124296500004","38.240047410400003","2018-10-31 00:00:00","RST","Restaurant / Cafe","2015-01-26 12:54:38","40204","08","CHEROKEE TRIANGLE","(C2)","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1217334","272880"
"404","36620","Alcoholic Beverage Annual","SIDEBAR ICEHOUSE AND GRILL","129 N 2ND ST ","129","N","2ND","ST","-85.752991190900005","38.256883815999998","2018-11-30 00:00:00","BAR","Bar","2013-04-18 12:31:42","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1208857","279149"
"405","36805","Alcoholic Beverage Annual","DIORIO'S PIZZA AND PUB","919 BAXTER AVE ","919"," ","BAXTER","AVE","-85.725399557900005","38.242344852700001","2018-10-31 00:00:00","RST","Restaurant / Cafe","2013-02-25 15:52:40","40204","08","CHEROKEE TRIANGLE","(C2)","RLD4","NQ2 Restaurant Liquor Drink (12 am till 4 am)","ACTIVE","","Codes and Regulations","1216694","273727"
"406","36804","Alcoholic Beverage Annual","LA CARRETA","10105 DIXIE HWY 102","10105"," ","DIXIE","HWY","-85.864678440099993","38.108227683000003","2018-09-30 00:00:00","RST","Restaurant / Cafe","2013-02-08 12:30:58","40272","25","","C1","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1175842","225565"
"407","14ABC1208","Alcoholic Beverage Annual","DIXIE FOOD MARKET","1420 DIXIE HWY ","1420"," ","DIXIE","HWY","-85.789963912800005","38.230792090999998","2018-03-31 00:00:00","LIQ","Liquor Store","2015-04-07 16:09:26","40210","03","PARK HILL","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","2015-04-07 16:09:26","Codes and Regulations","1198083","269824"
"408","ABC923482","Alcoholic Beverage Annual","RAMEN INOCHI","2009 HIGHLAND AVE ","2009"," ","HIGHLAND","AVE","-85.724108920000006","38.2405210907","2018-10-31 00:00:00","RST","Restaurant / Cafe","2018-02-26 12:44:28","40204","08","CHEROKEE TRIANGLE","(C2)","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1217054","273057"
"409","18644","Alcoholic Beverage Annual","KLONDIKE MARKET & DELI","3610 KLONDIKE LN ","3610"," ","KLONDIKE","LN","-85.640718766000006","38.210021664899998","2019-01-31 00:00:00","GRO","Grocery / Food Mart","2007-05-17 08:34:25","40218","26","KLONDIKE","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1240834","261579"
"410","18342","Alcoholic Beverage Annual","VARANESE FUSION","2106 FRANKFORT AVE ","2106"," ","FRANKFORT","AVE","-85.708463910199995","38.253900024099998","2018-09-30 00:00:00","RST","Restaurant / Cafe","2007-08-14 12:53:29","40206","09","CLIFTON","C2","LD","Quota Retail Drink","ACTIVE","","Codes and Regulations","1221624","277857"
"411","20962","Alcoholic Beverage Annual","QUEEN OF SHEBA","2804 TAYLORSVILLE RD ","2804"," ","TAYLORSVILLE","RD","-85.667709209400002","38.222566318600002","2019-01-31 00:00:00","RST","Restaurant / Cafe","2008-07-01 08:44:00","40205","08","HAWTHORNE","C1","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1233150","266265"
"412","22834","Alcoholic Beverage Annual","LEE'S RESTAURANT","1941 BISHOP LN ","1941"," ","BISHOP","LN","-85.683455604399995","38.203001294499998","2019-01-31 00:00:00","RST","Restaurant / Cafe","2008-12-09 09:16:00","40218","10","BASHFORD MANOR","OTF","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1228516","259211"
"413","22932","Alcoholic Beverage Annual","D & M CORNER TAVERN","5207 MOUNT WASHINGTON RD ","5207"," ","MOUNT WASHINGTON","RD","-85.667817388100005","38.093063438999998","2019-01-31 00:00:00","BAR","Bar","2009-01-29 09:36:00","40229","23","","C2","MBRD","NQ4 Retail Malt Beverage Drink","ACTIVE","","Codes and Regulations","1232393","219111"
"414","18342","Alcoholic Beverage Annual","VARANESE FUSION","2106 FRANKFORT AVE ","2106"," ","FRANKFORT","AVE","-85.708463910199995","38.253900024099998","2018-09-30 00:00:00","RST","Restaurant / Cafe","2007-08-14 12:53:29","40206","09","CLIFTON","C2","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1221624","277857"
"415","18417","Alcoholic Beverage Annual","KROGER L-743 LIQUOR","12613 TAYLORSVILLE RD 102","12613"," ","TAYLORSVILLE","RD","-85.518491391799998","38.189451922099998","2018-07-31 00:00:00","LIQ","Liquor Store","2007-04-20 15:32:05","40299","20","","C1","LP","Quota Retail Package","ACTIVE","","Codes and Regulations","1275847","253582"
"416","14ABC1189","Alcoholic Beverage Annual","OVER THE 9","120 S 10TH ST ","120","S","10TH","ST","-85.7668768395","38.256830641599997","2018-11-30 00:00:00","RST","Restaurant / Cafe","2014-12-09 12:25:47","40202","04","PORTLAND","EZ1","MBCO","NQ Retail Malt Beverage Combo (Package and Drink)","ACTIVE","2014-12-09 12:25:47","Codes and Regulations","1204870","279195"
"417","14ABC1189","Alcoholic Beverage Annual","OVER THE 9","120 S 10TH ST ","120","S","10TH","ST","-85.7668768395","38.256830641599997","2018-11-30 00:00:00","RST","Restaurant / Cafe","2014-12-09 12:25:47","40202","04","PORTLAND","EZ1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","2014-12-09 12:25:47","Codes and Regulations","1204870","279195"
"418","27132","Alcoholic Beverage Annual","CVS PHARMACY #4779","2311 LIME KILN LN ","2311"," ","LIME KILN","LN","-85.627757471600006","38.284597727600001","2018-07-31 00:00:00","DRG","Drug Store","2010-04-19 09:04:43","40222","07","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1244964","288678"
"419","14ABC1201","Alcoholic Beverage Annual","SHELBY MART","901 S SHELBY ST ","901","S","SHELBY","ST","-85.739901076199999","38.239689003199999","2018-10-31 00:00:00","GRO","Grocery / Food Mart","2014-12-30 12:15:24","40203","04","SMOKETOWN JACKSON","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","2014-12-30 12:15:24","Codes and Regulations","1212514","272827"
"420","6242","Alcoholic Beverage Annual","RIVER CITY DISTRIBUTING, INC","7301 WINSTEAD DR ","7301"," ","WINSTEAD","DR","-85.893684944300006","38.134366911199997","2018-09-30 00:00:00","DST","Distributor / Wholesaler","2004-09-21 11:18:00","40258","12","","EZ1","WH","Wholesaler","ACTIVE","","Codes and Regulations","1167667","235230"
"421","17210","Alcoholic Beverage Annual","BODY SHOP LOUNGE","421 W CHESTNUT ST ","421","W","CHESTNUT","ST","-85.758870396899994","38.249335131300001","2018-11-30 00:00:00","BAR","Bar","2006-11-27 14:32:00","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1207124","276428"
"422","17247","Alcoholic Beverage Annual","MORE SHENANGIANS","4521 BARDSTOWN RD ","4521"," ","BARDSTOWN","RD","-85.627886827899999","38.182191513600003","2019-01-31 00:00:00","BAR","Bar","2006-10-09 11:17:00","40218","02","","C2","LD","Quota Retail Drink","ACTIVE","","Codes and Regulations","1244369","251390"
